單字,翻譯
solitude,(n.)孤獨、隱居
solo,(n.)獨奏(曲)、獨唱(曲)、單飛
solo,(adv.)單獨地
solo,(v.)單獨地、 單獨表演、單飛
solution,(n.)解答、溶劑
solve,(v.)解決
some,(adj.)一些的
somebody,(n.)某人、有名氣的人
someday,(adv.)將來有一天
somehow,(adv.)不知怎麼的
someone,(n.)某人、有名氣的人
something,(n.)某人、某事、重要的人(或事物)、
sometime,(adv.)某一時候、日後、改天
sometimes,(adv.)有時候
somewhat,(adv.)有點、稍微
somewhere,(adv.)在某處
son,(n.)兒子
song,(n.)歌曲
soon,(adv.)即刻、不久
soothe,(v.)安慰、哄、減輕
sophisticated,(adj.)老於世故的、精通的、精密的
sophomore,(n.)(大學、高中的)二年級學生
sore,(adj.)疼痛的
sore,(n.)痛處、瘡、潰瘍、傷心事
sorrow,(v.)感到悲傷、懊悔、遺憾
sorrow,(n.)悲痛、悲哀、悲傷、憂傷
sorrowful,(adj.)悲傷的、令人傷心的
sorry,(adj.)抱歉、遺憾的
sort,(n.)類型、排序
sort,(v.)把...分類
soul,(n.)靈魂
sound,(adj.)完好的、堅固的、合理的、明智的、殷實的
sound,(v.)聽起來
sound,(n.)聲音
soup,(n.)湯
sour,(n.)酸味、酸的東西
sour,(adj.)酸的
sour,(v.)使變酸、厭煩、變壞
source,(n.)源頭
south,(adj.)南方的
south,(n.)南方
south,(adv.)向南方
southern,(adj.)南方的、向南方的
souvenir,(n.)紀念品、紀念物
sovereign,(n.)君主、元首、主權國家
sovereign,(adj.)最高統治者的、具有獨立主權的
sovereignty,(n.)統治權、主權、主權國家
sow,(v.)播(種)
soy,(n.)醬油、大豆
soybean,(n.)大豆
space,(v.)隔開
space,(n.)空位、太空
spacecraft,(n.)太空船、航天器
spaceship,(n.)太空船
spacious,(adj.)寬敞的、廣闊的
spade,(n.)鏟、鍬
spaghetti,(n.)義大利麵條
span,(v.)跨越、在...架橋
span,(n.)礅距、跨度、一段時間
spare,(n.)備用品、備用零件
spare,(v.)分出、騰出(時間、人手)
spare,(adj.)多餘的、剩下的、空閒的
spark,(n.)火花、火星
spark,(v.)發動、點燃
sparkle,(n.)火花、閃耀、閃光
sparkle,(v.)發火花、閃耀、煥發
sparrow,(n.)麻雀
speak,(v.)說、講
speaker,(n.)演講者、揚聲器
spear,(n.)矛、魚叉
spear,(v.)刺、戳
special,(adj.)特別的
specialist,(n.)專家、專科醫生
specialize,(v.)專攻、專門從事
specialty,(n.)專業、專長
species,(n.)種類、種
specific,(adj.)特殊的、特定的
specify,(v.)具體指定、詳細指明
specimen,(n.)樣品、標本
spectacle,(n.)景象、奇觀、壯觀
spectacular,(adj.)壯觀的、壯麗的
spectacular,(n.)奇觀、壯觀
spectator,(n.)旁觀者、目擊者
spectrum,(n.)光譜、頻譜
speculate,(v.)推測、投機、推斷
speech,(n.)言論、演講
speed,(v.)加速、促進
speed,(n.)速度
spell,(v.)拼字
spelling,(n.)拼字、拼寫、拼法
spend,(v.)花費(錢或時間)
sphere,(n.)球、球體、球形
spice,(n.)香料、調味品、少許、一點
spice,(v.)加香料於
spicy,(adj.)辛辣的、痛快的
spider,(n.)蜘蛛
spike,(v.)用大釘釘牢、用尖物刺穿
spike,(n.)牆頭釘、尖鐵、釘鞋、細高跟
spill,(v.)使溢出、使濺出、使散落
spill,(n.)溢出、濺出、散落
spin,(v.)使(陀螺等)旋轉
spin,(n.)旋轉、自旋
spinach,(n.)菠菜
spine,(n.)脊柱、書脊、骨氣
spiral,(v.)盤旋、成螺旋形
spiral,(n.)螺旋(形)、盤旋
spiral,(adj.)螺旋(形)的、盤旋的
spire,(v.)螺旋形上升、發芽
spire,(n.)尖塔、尖頂
spirit,(n.)精神
spiritual,(adj.)心靈的、崇高純潔的
spit,(v.)吐(唾液等)
spit,(n.)唾液、口水
spite,(n.)惡意、心術不良
splash,(n.)濺潑聲
splash,(v.)濺、潑
splendid,(adj.)燦爛的、傑出的
splendor,(n.)光輝、壯觀、輝煌
split,(n.)分裂、分割
split,(v.)劈開、切開
spoil,(v.)寵壞、溺愛
spokesman,(n.)發言人、代言人
spokesperson,(n.)發言人
spokeswoman,(n.)女發言人
sponge,(n.)海綿、海綿狀物
sponge,(v.)(用海綿)揩拭、海綿般地吸收
sponsor,(v.)發起、主辦、倡議、贊助
sponsor,(n.)發起者、主辦者
spontaneous,(adj.)自發的、自然的
spoon,(v.)用匙舀、舀取
spoon,(n.)湯匙
sport,(n.)消遣、運動、突變
sport,(v.)炫耀、誇示、遊戲、、開玩笑、嘲弄、突變
sportsman,(n.)運動家、願意冒險的人
sportsmanship,(n.)運動員精神、運動道德
sportswoman,(n.)女運動家
spot,(v.)沾污、察出
spot,(n.)斑點、場所
spotlight,(n.)聚光燈、公眾注意的中心
spotlight,(v.)聚光照明、使公眾注意
spouse,(n.)配偶
sprain,(v.)扭、扭傷
sprain,(n.)扭傷
sprawl,(n.)伸開四肢的躺臥姿勢、蔓生
sprawl,(v.)伸開四肢躺(或爬)、蔓生
spray,(n.)浪花、噴霧
spray,(v.)噴灑、噴塗
spread,(n.)蔓延、普及、價格差異
spread,(v.)展開、散布
spring,(n.)春天、泉
spring,(v.)彈開、湧現、源(於)
sprinkle,(v.)灑、噴淋、撒
sprinkle,(n.)稀疏小雨
sprint,(n.)全速疾跑、短距離賽跑
sprint,(v.)奮力而跑、衝刺
spur,(n.)踢馬刺、激勵、(雞等的)距、骨刺
spur,(v.)用靴刺踢、鞭策、鼓勵
spy,(n.)間諜
spy,(v.)暗中監視
squad,(n.)班、小隊、小組
square,(n.)正方形
square,(adj.)正方形的
squash,(v.)把...壓扁(壓碎)、鎮壓
squash,(n.)擠壓、壓碎的東西、南瓜
squat,(n.)蹲坐、蜷伏
squat,(v.)蹲坐、蜷伏
squat,(adj.)蹲著的、矮胖的
squeeze,(v.)榨、擠、壓
squeeze,(n.)榨、壓榨
squirrel,(n.)松鼠
stab,(n.)刺、戳、刺破的傷口
stab,(v.)刺、戳
stability,(n.)穩定、穩定性、安定
stabilize,(v.)使穩定、使穩固
stable,(adj.)穩定的、牢固的
stack,(v.)把...疊成堆、堆放
stack,(n.)乾草堆、一疊、煙囪
stadium,(n.)體育場、運動場、球場、競技場
staff,(n.)(全體)職員、幕僚
staff,(v.)給...配備職員
stage,(v.)上演、籌劃、發動
stage,(n.)舞臺、(進展的)階段
stagger,(n.)搖晃、蹣跚
stagger,(v.)搖搖晃晃、蹣跚而行
stain,(n.)污點、色斑、染色劑
stain,(v.)沾污、染污、染色
stair,(n.)梯級、樓梯
stake,(v.)把...押下打賭、拿...冒險
stake,(n.)股本、賭金、危險
stale,(adj.)不新鮮的、污濁的、陳舊的
stalk,(v.)偷偷靠近、追蹤
stalk,(n.)悄悄的追蹤、莖、柄
stall,(n.)廄、攤位、(汽車的)拋錨
stall,(v.)把...關入畜舍、使拋錨、支吾、拖延
stammer,(n.)口吃、結巴
stammer,(v.)口吃、結結巴巴地說話
stamp,(v.)頓足、蓋印
stamp,(n.)郵票、印章
stand,(v.)站住、 堅持、 面對、 承擔...任務
stand,(n.)攤子、停止、站立、 立場、態度
standard,(adj.)一般性的
standard,(n.)標準
stanza,(n.)詩的一節
staple,(n.)U形釘、釘書針、日常必需品
staple,(v.)用U形釘固定、用釘書針釘
stapler,(n.)釘書機
star,(v.)主演、表現出色
star,(n.)星星、明星
starch,(n.)澱粉
starch,(v.)給(衣服等)上澱粉漿
stare,(n.)凝視、注視
stare,(v.)盯、凝視
start,(v.)開始
start,(n.)出發、開端、啟動
startle,(v.)使驚嚇、使驚奇
starvation,(n.)飢餓、挨餓
starve,(v.)餓死、餓得慌、渴望
state,(v.)陳述
state,(n.)狀態、美國的州
statement,(n.)陳述、說明、結單
statesman,(n.)政治家
station,(n.)車站、場所
station,(v.)駐紮、部署、配置
stationary,(adj.)不動的、定居的
stationery,(n.)文具
statistic,(n.)統計量、統計數值
statistical,(adj.)統計的、統計學的
statue,(n.)雕像、塑像
stature,(n.)身高、高度
status,(n.)狀況、狀態
stay,(n.)停留、逗留、停止、延後、持續力
stay,(v.)停留
steady,(adj.)穩固的、平穩的
steady,(adv.)穩固地、穩定地
steady,(n.)(關係確定的)情侶、固定支架
steady,(v.)使穩固、使穩定
steak,(n.)牛排
steal,(v.)偷竊
steam,(n.)蒸氣
steam,(v.)蒸
steamer,(n.)汽船、蒸鍋、蒸籠
steel,(n.)鋼、鋼鐵
steel,(v.)鋼化、給...包上鋼
steep,(adj.)陡峭的
steer,(n.)指點、建議
steer,(v.)掌(船)舵、駕駛
stem,(n.)莖、(樹)幹、(葉)柄
stem,(v.)起源於、由...而造成
step,(v.)跨(步)、踏(腳)
step,(n.)步、臺階
stepchild,(n.)繼子(或繼女)
stepfather,(n.)繼父、後父
stepmother,(n.)繼母、後母
stereo,(n.)立體音響裝置
stereotype,(n.)陳規、鉛版印刷
stereotype,(v.)使成為陳規、把...澆鑄成鉛板
stern,(adj.)嚴厲的、堅定的
stew,(n.)燉肉、燜菜、燉煮的食物
stew,(v.)(用文火)燉、使極度不安、悶熱冒汗
steward,(n.)男服務員、管家
stewardess,(n.)(客機、輪船)女服務員
stick,(v.)黏貼、刺、戮、釘住、插牢、堅持
stick,(n.)棍、棒、杖、枝條
sticky,(adj.)黏的、塗有黏膠物質的、泥濘的
stiff,(adj.)硬的、挺的、拘謹的、不自然的
still,(adv.)仍然
still,(adj.)靜止的
stimulate,(v.)刺激、激勵、使興奮、促使
stimulation,(n.)刺激、興奮、激勵
stimulus,(n.)刺激、刺激品、興奮劑
sting,(v.)刺、螫、叮
sting,(n.)螫針、刺
stingy,(adj.)小氣的
stink,(n.)臭氣
stink,(v.)發惡臭、名聲臭
stir,(v.)攪拌、攪動
stir,(n.)撥動、攪拌
stitch,(v.)縫、繡、編結
stitch,(n.)一針、(縫合傷口的)針線、針法
stock,(n.)(公司的)股票、存貨
stock,(v.)給(商店)辦貨、貯存
stocking,(n.)長襪
stomach,(n.)胃
stone,(v.)用石頭鋪、用磨刀石磨
stone,(n.)石頭
stool,(n.)凳子、擱腳凳、解大便
stoop,(v.)屈身、彎腰駝背、屈尊
stoop,(n.)彎腰、駝背、屈尊
stop,(n.)車站
stop,(v.)停止
storage,(n.)貯藏、貯藏庫
store,(n.)商店
store,(v.)貯存、收存、供應、蓄有
storm,(v.)猛攻
storm,(n.)暴風雨
stormy,(adj.)暴風雨的
story,(n.)故事、樓層
stout,(adj.)矮胖的、結實的、牢固的
stove,(n.)爐灶
straight,(adj.)直的
straight,(adv.)直、挺直地、正直地、立刻
straight,(n.)直、挺直、(紙牌)五張順牌
straighten,(v.)把...弄直、澄清
straightforward,(adj.)一直向前的、正直的、簡單易懂的
strain,(v.)拉緊、伸張、竭力、扭傷、過濾
strain,(n.)拉緊、張力、壓力、扭傷、血緣
strait,(n.)海峽
strand,(v.)使擱淺、處於困境
strand,(n.)股、縷、絞、線、繩、串
strange,(adj.)奇怪的
stranger,(n.)陌生人
strangle,(v.)勒死、扼住、悶住
strap,(v.)用帶捆綁(或束住)
strap,(n.)帶子、皮帶
strategic,(adj.)戰略的
strategy,(n.)策略、計謀
straw,(n.)稻草、吸管
strawberry,(n.)草莓
stray,(v.)迷路、流浪、分心、入歧途
stray,(n.)迷路者、流浪者、走失的家畜
stray,(adj.)迷路的、流浪的、零星的
streak,(n.)條紋、斑紋、光線
streak,(v.)形成條紋、疾駛、閃現
stream,(v.)流、蜂擁而進
stream,(n.)溪流
street,(n.)街道
strength,(n.)力量、力氣
strengthen,(v.)加強、增強
stress,(n.)壓力
stress,(v.)強調
stretch,(n.)伸直、伸出、伸長
stretch,(v.)舒展肢體、伸懶腰
strict,(adj.)嚴謹的、精確的
stride,(n.)闊步、步姿
stride,(v.)邁大步走、跨越
strike,(n.)攻擊、罷工
strike,(v.)打擊、(鐘)敲響
string,(n.)線、細繩、帶子
string,(v.)(用線、繩)縛、紮、掛
strip,(n.)條、帶、脫衣舞
strip,(v.)剝去、剝光
stripe,(n.)條紋、斑紋、線條
strive,(v.)努力、苦幹、奮鬥、反抗、鬥爭
stroke,(n.)中風、打、擊、(寫字、繪畫的)一筆
stroke,(v.)畫短線於
stroll,(n.)散步、閒逛
stroll,(v.)散步、溜達
strong,(adj.)強壯的
structural,(adj.)建築上的、建築用的、結構上的
structure,(v.)構造、組織、建造
structure,(n.)結構、構造、建築物
struggle,(n.)使勁、掙扎
struggle,(v.)掙扎、對抗
stubborn,(adj.)倔強的、頑固的
student,(n.)學生
studio,(n.)工作室、畫室、雕塑室、照相館
study,(v.)學習、讀書
study,(n.)書房
stuff,(v.)裝、填、塞
stuff,(n.)材料、原料、物品
stumble,(v.)絆腳、絆倒、踉蹌
stumble,(n.)絆倒、失足
stump,(v.)砍去...的幹、作巡迴政治演說
stump,(n.)殘幹、(鉛筆)頭、(煙)蒂
stun,(v.)使昏迷、使大吃一驚
stunt,(v.)表演絕技、妨礙
stunt,(n.)絕技、噱頭、矮小的人(或樹)
stupid,(adj.)笨的
sturdy,(adj.)結實的、健康的、堅固的
stutter,(n.)結巴、口吃
stutter,(v.)結結巴巴地說話
style,(v.)稱呼、命名、設計、使成為時髦
style,(n.)時尚、風格、文體
stylish,(adj.)時髦的、漂亮的
subject,(n.)主題、學科
subjective,(adj.)主觀的、個人的、主詞的
submarine,(adj.)海底的
submarine,(n.)潛艇
submit,(v.)提交、呈遞、使服從
subordinate,(adj.)下級的、次要的、從屬的
subordinate,(n.)部下、下級職員
subordinate,(v.)使居次要地位、使隸屬、使服從
subscribe,(v.)訂閱、認捐、簽名
subscription,(n.)訂閱費、會費、捐款、署名
subsequent,(adj.)隨後的、接著發生的
substance,(n.)物質、主旨、要義
substantial,(adj.)大量的、實在的
substitute,(v.)用...代替、代替
substitute,(n.)代替物、代用品
substitution,(n.)代替、代替物
subtle,(adj.)微妙的、難捉摸的
subtract,(v.)減、減去
suburb,(n.)郊區
suburban,(adj.)郊區的、近郊的
subway,(n.)地鐵
succeed,(v.)成功
success,(n.)成功
successful,(adj.)成功的
succession,(n.)連續、一連串、繼承權
successive,(adj.)連續的、後繼的、繼承的
successor,(n.)繼任者、繼承人
such,(adj.)如此的
suck,(v.)吸、吮、啜
suck,(n.)吸吮、吸食、一口
sudden,(n.)突然發生的事
sudden,(adj.)突然的
suffer,(v.)遭受、經歷、受苦、患病
sufficient,(adj.)足夠的、充分的
suffocate,(v.)使窒息、扼制
sugar,(v.)加糖於、粉飾
sugar,(n.)糖
suggest,(v.)建議
suggestion,(n.)建議、提議
suicide,(n.)自殺、自殺行為
suit,(v.)適合、相稱、彼此協調
suit,(n.)一套衣服、訴訟
suitable,(adj.)適當的、合適的、適宜的
suitcase,(n.)小型旅行箱、手提箱
suite,(n.)套房、系列
sulfur,(n.)硫(磺)、硫磺色
sum,(v.)計算...的總和
sum,(n.)總和、總計
summarize,(v.)總結、概述、概括
summary,(n.)總結、摘要
summer,(n.)夏天
summit,(n.)頂峰、最高級會議
summon,(v.)召喚
sun,(n.)太陽
sun,(v.)曬、曝、 曬太陽
sunny,(adj.)晴朗的
super,(adv.)很、極
super,(adj.)超級的
superb,(adj.)宏偉的、華麗的、 上乘的、一流的
superficial,(adj.)外表的、粗略的、膚淺的
superior,(adj.)優秀的、上等的
superior,(n.)上司、長官
superiority,(n.)優越、優勢、上級
supermarket,(n.)超級市場
supersonic,(adj.)超音波的、超音速的
superstition,(n.)迷信
superstitious,(adj.)迷信的
supervise,(v.)監督、管理、指導
supervision,(n.)管理、監督
supervisor,(n.)管理人、指導者
supper,(n.)晚餐
supplement,(v.)增補、為...補編附錄
supplement,(n.)增補、(書籍的)補遺、附錄
supply,(n.)生活用品、補給品
supply,(v.)供給、供應
support,(n.)支持
support,(v.)支持
suppose,(v.)猜想、以為、假定
suppress,(v.)鎮壓、壓制、抑制
supreme,(adj.)最高的、至上的
sure,(adj.)確定
sure,(adv.)的確、一定、當然
surf,(n.)海浪
surf,(v.)衝浪、在網路或頻道上搜索資料
surface,(v.)顯露、呈現、起床、露面
surface,(n.)表面
surge,(n.)大浪、波濤
surge,(v.)(海浪)洶湧、激增
surgeon,(n.)外科醫生
surgery,(n.)(外科)手術
surpass,(v.)勝過、大於、多於
surplus,(n.)過剩、剩餘物、盈餘
surplus,(adj.)過剩的、剩餘的
surprise,(v.)使驚奇
surprise,(n.)意外之事物
surrender,(n.)投降、自首
surrender,(v.)使投降、使自首
surround,(v.)圍、圍繞
surroundings,(n.)周圍的事物、周圍的情況
survey,(n.)調查、調查報告
survey,(v.)測量、勘測
survival,(n.)倖存、殘存
survive,(v.)在...之後仍然活著
survivor,(n.)倖存者、生還者
suspect,(adj.)可疑的、受到懷疑的、不可信的
suspect,(n.)嫌疑犯、可疑分子
suspect,(v.)疑有、察覺
suspend,(v.)使中止
suspense,(n.)掛慮、懸疑、暫時停止
suspension,(n.)暫停、中止、停職
suspicion,(n.)懷疑、疑心、猜疑
suspicious,(adj.)猜疑的、疑心的、多疑的
sustain,(v.)支撐、承受
swallow,(n.)吞嚥、燕子
swallow,(v.)吞嚥
swamp,(n.)沼澤、沼澤地、困境
swamp,(v.)使陷入沼澤、淹沒、使陷入困境
swan,(n.)天鵝
swap,(n.)交換、交換的東西
swap,(v.)交換、以...作交換
swarm,(v.)成群地移動(或飛行)、擠滿
swarm,(n.)(密集的)一大群
sway,(v.)搖動、搖擺、影響
sway,(n.)搖動、搖擺、影響
swear,(v.)發誓、宣誓
sweat,(n.)汗、汗水
sweat,(v.)出汗
sweater,(n.)毛衣
sweep,(n.)掃除
sweep,(v.)掃
sweet,(adj.)甜的
sweet,(n.)(餐後的)甜點、(用作稱呼語)親愛的、寶貝
swell,(n.)鼓起、膨脹
swell,(v.)腫起、腫脹
swift,(adj.)快速的、快捷的
swim,(v.)游泳
swim,(n.)游泳、暈眩、眼花、潮流
swing,(n.)鞦韆、搖擺音樂
swing,(v.)搖擺、揮動
switch,(v.)使轉換、為...轉接(電話)
switch,(n.)開關、電閘
sword,(n.)劍、刀
syllable,(n.)音節
symbol,(n.)符號、象徵
symbolic,(adj.)象徵的、符號的
symbolize,(v.)象徵、標誌
symmetry,(n.)對稱(性)
sympathetic,(adj.)同情的、有同情心的
sympathize,(v.)同情、憐憫
sympathy,(n.)同情、同情心、弔唁
symphony,(n.)交響樂、交響曲
symptom,(n.)症狀、徵候
synonym,(n.)同義字、同物異名
synthetic,(adj.)綜合(性)的、合成的、人造的
synthetic,(n.)合成物、合成纖維
syrup,(n.)糖漿
system,(n.)系統
systematic,(adj.)有系統的、成體系的
table,(n.)桌子、表、目錄
table tennis,(n.)乒乓球
tablet,(n.)藥片、小片
tack,(v.)用平頭釘釘
tack,(n.)大頭釘、圖釘
tackle,(v.)著手對付(或處理)、擒抱並摔倒
tact,(n.)老練、機智、得體
tactic,(n.)戰術、策略、手法
tag,(v.)給...加標籤
tag,(n.)標籤
tail,(n.)尾巴
tail,(v.)尾隨、盯梢、變少、縮小
tailor,(n.)裁縫師
tailor,(v.)做裁縫
take,(v.)拿、帶、採用
tale,(n.)故事、傳說、謊話
talent,(n.)天才
talk,(v.)講話
talk,(n.)談話、交談、空話、話題、談判
talkative,(adj.)好說話的
tall,(adj.)高的
tame,(v.)馴化、使軟化
tame,(adj.)經馴養的、馴服的
tan,(n.)棕褐色、曬成的棕褐膚色、鞣料
tan,(adj.)鞣革的、棕褐色的
tan,(v.)曬成棕褐色、鞣(皮)
tangerine,(n.)橘子
tangle,(v.)使糾結、使混亂
tangle,(n.)糾結、紛亂
tank,(n.)槽、坦克
tap,(n.)龍頭、竊聽器
tap,(v.)輕拍、輕叩
tape,(n.)錄音帶、錄影帶、膠帶
tape,(v.)用帶子捆紮、用錄音帶為...錄音(或影)
tar,(v.)塗焦油於、玷污、污辱
tar,(n.)柏油、瀝青、 水手
target,(n.)目標
target,(v.)把...作為目標(或對象)
tariff,(n.)關稅、稅率
tart,(n.)水果餡餅、水果蛋糕
task,(n.)任務、工作
task,(v.)派給...任務、要...做一項工作
taste,(v.)嘗
taste,(n.)味道、滋味、體驗、風雅、得體、興趣
tasty,(adj.)高雅的、大方的
taunt,(v.)辱罵、嘲笑、奚落
taunt,(n.)辱罵、嘲笑、被嘲笑的人
tavern,(n.)小酒館、小客棧
tax,(n.)稅、稅金
tax,(v.)向...課稅
taxi,(n.)計程車
taxicab,(n.)計程車
tea,(n.)茶
teach,(v.)教
teacher,(n.)老師
team,(n.)隊
team,(v.)使合作、結成一隊
tear,(n.)眼淚
tear,(v.)撕
tease,(n.)戲弄、賣弄風騷的女孩
tease,(v.)逗弄、取笑、向...強求
technical,(adj.)專門的、技術性的
technician,(n.)技術人員、技師
technique,(n.)技巧、技術
technological,(adj.)技術(學)的、工藝(學)的
technology,(n.)工藝學、工藝
tedious,(adj.)冗長乏味的、使人厭煩的
teen,(n.)青少年
teenage,(adj.)十幾歲的
teenager,(n.)十幾歲孩子
telegram,(n.)電報
telegraph,(n.)電報、電信
telegraph,(v.)用電報發送、電匯、電購
telephone,(n.)電話
telephone,(v.)打電話、通電話
telescope,(n.)望遠鏡
television,(n.)電視
